id,neo_reference_id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity_kmph,astronomical,miss_distance_km,miss_distance_lunar,orbiting_body
3781408,3781408,(2017 RP2),23.62,0.0501828101,0.1122121746,False,2024-05-31,19447.431053788,0.2836822879,42438266.02656677,110.3524099931,Earth
3789639,3789639,(2017 WC14),25.6,0.0201629919,0.0450858206,False,2024-05-31,75152.5579721286,0.3794029983,56757880.41729362,147.5877663387,Earth
3838138,3838138,(2019 CC2),26.3,0.0146067964,0.0326617897,False,2024-05-31,22184.2285074217,0.3385107601,50640488.683040984,131.6806856789,Earth
3842884,3842884,(2019 LJ5),24.4,0.0350392641,0.0783501764,False,2024-05-31,40933.2902631008,0.2267003274,33913886.10734264,88.1864273586,Earth
54266165,54266165,(2022 FA4),25.71,0.0191670368,0.0428587972,False,2024-05-31,17964.9492153761,0.1822585177,27265486.0372773,70.8985633853,Earth
54330039,54330039,(2022 WO7),24.56,0.0325502986,0.0727846803,False,2024-05-31,38875.6858544035,0.0840313579,12570912.155047674,32.6881982231,Earth
54429477,54429477,(2024 EM),21.52,0.131994239,0.2951480911,False,2024-05-31,27776.2828438602,0.1274087408,19060076.243062098,49.5620001712,Earth
54444996,54444996,(2024 KX),27.67,0.007772397,0.0173796081,False,2024-05-31,29704.2516886322,0.0019436071,290759.482276877,0.7560631619,Earth
54445843,54445843,(2024 LB1),23.59,0.0508809225,0.1137732014,False,2024-05-31,63066.9841649518,0.1108600158,16584422.231846346,43.1245461462,Earth
54458176,54458176,(2024 MM2),24.14,0.0394961694,0.0883161196,False,2024-05-31,20878.0428226056,0.0752761267,11261148.216170128,29.2824132863,Earth
2014827,2014827,14827 Hypnos (1986 JK),18.81,0.4597851883,1.028110936,True,2024-06-02,50204.3468247662,0.0784440921,11735069.092243828,30.5147518269,Earth
2101955,2101955,101955 Bennu (1999 RQ36),20.21,0.2412986969,0.5395602892,True,2024-06-02,23815.1451491229,0.3598115669,53827044.0096025,139.9666995241,Earth
3167364,3167364,(2003 WJ98),23.05,0.065246163,0.1458948557,False,2024-06-02,44665.7829488356,0.4852586108,72593654.574839,188.7655996012,Earth
3721118,3721118,(2015 LG14),23.2,0.0608912622,0.1361570015,False,2024-06-02,24498.3496362156,0.1899838541,28421179.907750767,73.9037192449,Earth
3724245,3724245,(2015 OQ21),27.9,0.0069912523,0.0156329154,False,2024-06-02,72772.8511230216,0.3904310668,58407655.975107715,151.8776849852,Earth
3773930,3773930,(2017 GM7),18.94,0.4330668855,0.9683669947,True,2024-06-02,70172.4417165536,0.2344876909,35078859.09985838,91.2157117601,Earth
3825059,3825059,(2018 LB),26.0,0.0167708462,0.0375007522,False,2024-06-02,42105.0982157957,0.1342645959,20085697.563050732,52.2289278051,Earth
54104267,54104267,(2021 AR),23.95,0.0431077124,0.0963917753,False,2024-06-02,58378.2492020872,0.3454287647,51675407.43585119,134.3717894683,Earth
54157350,54157350,(2021 LR2),24.99,0.0267026877,0.0597090249,False,2024-06-02,73565.3004355112,0.4391943775,65702543.38997593,170.8466128475,Earth
54210930,54210930,(2021 UK),24.71,0.0303777061,0.0679266159,False,2024-06-02,26959.6445692136,0.4734830294,70832052.67938738,184.1848984366,Earth
54225726,54225726,(2021 XF),28.35,0.0056827032,0.0127069107,False,2024-06-02,53393.3603700793,0.4336254482,64869443.42851534,168.6802993498,Earth
54248851,54248851,(2022 DU4),23.62,0.0501828101,0.1122121746,False,2024-06-02,32020.0384709094,0.2481171059,37117790.55320443,96.5175541951,Earth
54360100,54360100,(2023 KK4),27.56,0.0081762653,0.0182826851,False,2024-06-02,82385.0975838643,0.1831538473,27399425.438385252,71.2468465997,Earth
54412468,54412468,(2023 XQ),25.29,0.0232570687,0.0520043867,False,2024-06-02,55428.7480915792,0.4195553004,62764579.28705015,163.2070118556,Earth
54441685,54441685,(2024 JV14),23.76,0.0470494961,0.1052058716,False,2024-06-02,59757.0371446154,0.0609014447,9110726.407042788,23.6906619883,Earth
54445206,54445206,(2024 KJ1),26.21,0.0152249185,0.0340439527,False,2024-06-02,14828.1096220906,0.0521572174,7802608.628166938,20.2891575686,Earth
54445847,54445847,(2024 LF1),27.51,0.008366715,0.0187085435,False,2024-06-02,32177.3859265087,0.0182057679,2723544.099554373,7.0820437131,Earth
54445920,54445920,(2024 LJ1),25.7,0.0192555078,0.0430566244,False,2024-06-02,34855.0761317228,0.0074282712,1111253.549302344,2.8895974968,Earth
54485060,54485060,(2024 SY4),27.86,0.0071212294,0.015923553,False,2024-06-02,14460.9874819719,0.2214489678,33128293.896578588,86.1436484742,Earth
54533096,54533096,(2025 KR1),24.677,0.0308428837,0.0689667846,False,2024-06-02,55701.9627849227,0.1110841524,16617952.589795388,43.2117352836,Earth
2488789,2488789,488789 (2004 XK50),19.13,0.3967847541,0.8872376825,True,2024-06-09,94858.2857942442,0.4473068741,66916155.601718165,174.0023740249,Earth
3144531,3144531,(2002 XS90),22.8,0.0732073989,0.1636967205,False,2024-06-09,88062.436643864,0.4017786,60105222.771582,156.2918754,Earth
3584585,3584585,(2011 UZ275),23.6,0.0506471459,0.1132504611,False,2024-06-09,27945.7515413441,0.4734438351,70826189.29559124,184.1696518539,Earth
3775268,3775268,(2017 MM),21.95,0.1082816778,0.2421251924,False,2024-06-09,29063.4905593529,0.1233124312,18447277.052041546,47.9685357368,Earth
54123259,54123259,(2021 DQ),20.21,0.2412986969,0.5395602892,False,2024-06-09,84338.1084388241,0.4305669273,64411895.216524854,167.4905347197,Earth
54287661,54287661,(2022 MM),25.42,0.0219055911,0.0489823908,False,2024-06-09,100048.9788283158,0.2454550958,36719559.51232594,95.4820322662,Earth
54441878,54441878,(2024 JR16),21.82,0.1149621763,0.257063241,True,2024-06-09,55333.4960679206,0.1499160484,22427121.519456908,58.3173428276,Earth
54445576,54445576,(2024 JS29),22.08,0.1019893859,0.2280551997,False,2024-06-09,23611.973039078,0.338851331,50691437.36426497,131.813167759,Earth
54445622,54445622,(2024 LV),23.21,0.0606114923,0.1355314169,False,2024-06-09,39952.0232404794,0.1053136503,15754697.76680486,40.9670099667,Earth
54446034,54446034,(2024 LZ1),26.39,0.0140137697,0.0313357417,False,2024-06-09,32601.5693297914,0.0105245982,1574457.473325834,4.0940686998,Earth
54496189,54496189,(2024 US5),26.81,0.0115492818,0.0258249791,False,2024-06-09,26611.6361874834,0.2476744033,37051563.18720097,96.3453428837,Earth
2449107,2449107,449107 (2012 VJ82),19.72,0.3023813326,0.6761452148,False,2024-06-08,72236.1806237228,0.2887144916,43191072.98149289,112.3099372324,Earth
3654458,3654458,(2013 XH17),25.3,0.0231502122,0.0517654482,False,2024-06-08,39406.5216590155,0.489753916,73266142.65775892,190.514273324,Earth
3740667,3740667,(2016 BU),26.7,0.0121494041,0.0271668934,False,2024-06-08,43084.3123596956,0.377739022,56508953.10708314,146.940479558,Earth
3799720,3799720,(2018 DH1),21.14,0.1572370824,0.3515928047,True,2024-06-08,42441.6671388486,0.1778243251,26602140.269147538,69.1736624639,Earth
3825179,3825179,(2018 LN4),23.45,0.0542693946,0.1213500554,False,2024-06-08,64916.5642221884,0.1942970484,29066424.58792691,75.5815518276,Earth
3825766,3825766,(2018 NC15),21.79,0.1165614595,0.2606393469,False,2024-06-08,30937.4700483302,0.1248969493,18684317.584777992,48.5849132777,Earth
3843804,3843804,(2019 RW1),24.84,0.0286124454,0.0639793729,False,2024-06-08,9077.5555135497,0.3621265474,54173360.16149404,140.8672269386,Earth
54185141,54185141,(2021 PA15),26.17,0.0155079709,0.0346768771,False,2024-06-08,59689.9785011519,0.3361970229,50294358.52618122,130.7806419081,Earth
54200300,54200300,(2021 SN1),21.07,0.1623883902,0.3631114793,True,2024-06-08,124449.1149262115,0.3119058556,46660451.638287574,121.3313778284,Earth
54288275,54288275,(2022 MA1),22.5,0.0840533402,0.1879489824,False,2024-06-08,85126.353118987,0.4637746056,69379693.15785007,180.4083215784,Earth
54392942,54392942,(2023 TG8),28.1,0.0063760979,0.0142573883,False,2024-06-08,69085.1446752229,0.4882845966,73046335.60516924,189.9427080774,Earth
54423505,54423505,(2024 BX5),27.51,0.008366715,0.0187085435,False,2024-06-08,11611.6525246686,0.1470012382,21991072.122082636,57.1834816598,Earth
54427464,54427464,(2024 CM9),21.33,0.1440638367,0.3221365319,False,2024-06-08,45621.349842604,0.1503023859,22484916.786558032,58.4676281151,Earth
54433738,54433738,(2024 GA4),22.15,0.0987540639,0.2208207999,False,2024-06-08,44310.5794994087,0.1496596043,22388758.028322842,58.2175860727,Earth
54439892,54439892,(2024 JG2),22.86,0.0712122941,0.1592355304,False,2024-06-08,36005.5647215788,0.1409258865,21082212.448261756,54.8201698485,Earth
54445521,54445521,(2024 LC),25.84,0.0180532326,0.0403682552,False,2024-06-08,31337.7581904144,0.0313500475,4689900.330398825,12.1951684775,Earth
54446556,54446556,(2024 LW2),25.8,0.0183888672,0.0411187571,False,2024-06-08,27664.7674780826,0.0111839714,1673098.299580918,4.3505648746,Earth
54448600,54448600,(2024 MJ),24.22,0.0380675544,0.0851216393,False,2024-06-08,39317.5972135879,0.0640537082,9582298.312321534,24.9168924898,Earth
2756065,2756065,756065 (2018 DH1),21.14,0.1572370824,0.3515928047,True,2024-06-08,42441.6675291235,0.1778243251,26602140.269147538,69.1736624639,Earth
3670630,3670630,(2014 JU15),24.8,0.0291443905,0.0651688382,False,2024-06-07,66732.979706874,0.2906291677,43477504.4477928,113.0547462353,Earth
3678630,3678630,(2014 OL339),22.78,0.0738847787,0.1652113876,False,2024-06-07,40179.6979456997,0.3264116132,48830482.077983886,126.9741175348,Earth
3715435,3715435,(2015 FA341),24.3,0.0366906138,0.0820427065,False,2024-06-07,23321.0696333624,0.3703393786,55401982.21568358,144.0620182754,Earth
3752723,3752723,(2016 JN),23.4,0.0555334912,0.1241766613,False,2024-06-07,50637.5341436783,0.3125678585,46759485.862061396,121.5888969565,Earth
3879311,3879311,(2019 UJ3),25.95,0.0171614894,0.0383742569,False,2024-06-07,73132.6268756246,0.3904699976,58413479.93986511,151.8928290664,Earth
54225008,54225008,(2021 WG3),26.56,0.0129585073,0.0289761031,False,2024-06-07,49135.8019993081,0.4962779226,74242120.14898486,193.0521118914,Earth
54337027,54337027,(2022 YM6),25.25,0.0236894499,0.0529712204,False,2024-06-07,41973.6531971383,0.2338015691,34976216.74001782,90.9488103799,Earth
54423141,54423141,(2024 BD4),26.52,0.0131994239,0.0295148091,False,2024-06-07,4538.4566643976,0.0634168161,9487020.610741707,24.6691414629,Earth
54445000,54445000,(2024 KA1),25.38,0.0223128464,0.0498930414,False,2024-06-07,29960.3938108822,0.0125495176,1877381.102487512,4.8817623464,Earth
54445455,54445455,(2024 LA),25.61,0.0200703514,0.0448786701,False,2024-06-07,65729.5471060834,0.0120239475,1798756.934991825,4.6773155775,Earth
54445923,54445923,(2024 LR1),22.6,0.0802703167,0.1794898848,False,2024-06-07,46856.6513869568,0.0741225121,11088569.929209227,28.8336572069,Earth
54446670,54446670,(2024 LQ3),24.18,0.038775283,0.0867041687,False,2024-06-07,48794.9188736272,0.0245910988,3678776.001439556,9.5659374332,Earth
54447405,54447405,(2024 LU4),25.4,0.022108281,0.0494356193,False,2024-06-07,46847.7752527019,0.0287295537,4297880.039570619,11.1757963893,Earth
2415949,2415949,415949 (2001 XY10),19.37,0.3552670883,0.7944013596,False,2024-06-06,85985.520548868,0.4195681284,62766498.328526504,163.2120019476,Earth
2480927,2480927,480927 (2002 YZ3),18.44,0.5451989071,1.2191018176,False,2024-06-06,67233.3888170693,0.4331293312,64795225.38204455,168.4873098368,Earth
3644175,3644175,(2013 MD6),21.79,0.1165614595,0.2606393469,False,2024-06-06,57739.9635449237,0.2429840319,36349893.61625205,94.5207884091,Earth
3744154,3744154,(2016 CQ247),21.87,0.1123453177,0.2512117673,False,2024-06-06,86182.7013186404,0.2186886178,32715351.416124087,85.0698723242,Earth
3989092,3989092,(2020 BK5),22.97,0.0676947481,0.1513700585,False,2024-06-06,57052.1676015839,0.3906766271,58444391.27294428,151.9732079419,Earth
54158069,54158069,(2021 LW3),23.07,0.0646479826,0.1445572836,False,2024-06-06,35410.0536584637,0.0247863793,3707989.548292091,9.6419015477,Earth
54178155,54178155,(2021 PB2),18.81,0.4597851883,1.028110936,False,2024-06-06,54919.719239265,0.3194772925,47793122.47136697,124.2766667825,Earth
54336905,54336905,(2022 YH5),26.54,0.0130784109,0.0292442157,False,2024-06-06,47239.2426736678,0.2747236247,41098069.09379939,106.8674900083,Earth
54358767,54358767,(2023 JA4),23.2,0.0608912622,0.1361570015,False,2024-06-06,56131.2742603799,0.4438731854,66402483.0859551,172.6666691206,Earth
54419697,54419697,(2024 AT2),27.34,0.0090480497,0.0202320542,False,2024-06-06,21101.4205887799,0.3649041003,54588876.15914636,141.9476950167,Earth
54444950,54444950,(2024 KN),21.79,0.1165614595,0.2606393469,True,2024-06-06,71144.7014793892,0.3341855903,49993452.49357266,129.9981946267,Earth
54445848,54445848,(2024 LE1),26.31,0.0145396843,0.0325117225,False,2024-06-06,35459.3564161172,0.0251086484,3756200.319218908,9.7672642276,Earth
54445916,54445916,(2024 LH1),30.79,0.0018473746,0.0041308553,False,2024-06-06,62654.6632506959,5.41335e-05,8098.256295645,0.0210579315,Earth
54446355,54446355,(2024 LP2),23.33,0.0573528464,0.1282448632,False,2024-06-06,12192.4519927825,0.2672727749,39983437.834029466,103.9691094361,Earth
2279744,2279744,279744 (1998 KM3),19.86,0.283501249,0.6339280645,True,2024-06-05,77407.327572219,0.1162536421,17391297.23790233,45.2226667769,Earth
3441846,3441846,(2008 YN2),26.3,0.0146067964,0.0326617897,False,2024-06-05,27705.1446639375,0.0268587629,4018013.720675023,10.4480587681,Earth
3753855,3753855,(2016 LJ10),23.7,0.0483676488,0.1081533507,False,2024-06-05,42591.9411140911,0.0666952782,9977471.557777435,25.9444632198,Earth
3835875,3835875,(2018 VC),26.34,0.0143401923,0.0320656449,False,2024-06-05,8672.0874602714,0.1526782148,22840335.729482476,59.3918255572,Earth
3986841,3986841,(2020 BK3),26.9,0.0110803882,0.0247765013,False,2024-06-05,31739.6105346743,0.4813911839,72015095.7482183,187.2611705371,Earth
54090617,54090617,(2020 WF1),23.7,0.0483676488,0.1081533507,False,2024-06-05,84630.1855258703,0.2905621246,43467474.9428346,113.0286664694,Earth
54091635,54091635,(2020 WR1),24.45,0.0342416731,0.0765667087,False,2024-06-05,61031.8788049951,0.4466904196,66823935.321566254,173.7625732244,Earth
54099344,54099344,(2020 XP2),22.13,0.099667824,0.2228640296,False,2024-06-05,35687.3567176348,0.266616144,39885207.25001328,103.713680016,Earth
54201458,54201458,(2021 SQ3),20.75,0.1881719895,0.42076536,False,2024-06-05,10745.0840053335,0.3857037477,57700459.1069374,150.0387578553,Earth
54402651,54402651,(2023 VL2),28.21,0.0060611492,0.0135531417,False,2024-06-05,20568.6262182613,0.2939623007,43976134.04501951,114.3513349723,Earth
54442251,54442251,(2024 JR17),23.13,0.0628861456,0.1406176963,False,2024-06-05,52321.2908162861,0.0494681623,7400331.712894301,19.2431151347,Earth
54445917,54445917,(2024 LM1),25.61,0.0200703514,0.0448786701,False,2024-06-05,25214.5247375219,0.0403446061,6035467.138549007,15.6940517729,Earth
54446793,54446793,(2024 LE4),25.15,0.0248058993,0.0554676771,False,2024-06-05,64544.737742212,0.0330705658,4947286.203374846,12.8644500962,Earth
54447039,54447039,(2024 LG4),19.49,0.3361669212,0.7516920875,True,2024-06-05,102496.8289164692,0.2115821461,31652238.38658881,82.3054548329,Earth
54500706,54500706,(2024 WO3),26.14,0.0157237082,0.0351592805,False,2024-06-05,36513.2657310023,0.1965479326,29403152.06986356,76.4571457814,Earth
2482566,2482566,482566 (2012 WK4),21.52,0.131994239,0.2951480911,False,2024-06-04,23793.0181393995,0.1201066829,17967703.934605423,46.7214996481,Earth
3666542,3666542,(2014 FW32),26.98,0.0106795998,0.023880311,False,2024-06-04,67526.0098416698,0.4836777527,72357161.57030675,188.1506458003,Earth
3672673,3672673,(2014 KE46),21.02,0.1661709017,0.3715694322,False,2024-06-04,55845.3624297977,0.2466691677,36901182.0825928,95.9543062353,Earth
3698474,3698474,(2014 WC201),26.2,0.0152951935,0.0342010925,False,2024-06-04,58106.5737189851,0.1668377184,24958567.30829981,64.8998724576,Earth
54192212,54192212,(2021 RC2),25.16,0.0246919266,0.0552128263,False,2024-06-04,75916.4949365994,0.4425318635,66201824.18673074,172.1448949015,Earth
54244776,54244776,(2022 BJ8),19.41,0.3487827332,0.7799019007,False,2024-06-04,36120.9772632143,0.1534250049,22952053.937779564,59.6823269061,Earth
54354865,54354865,(2023 HO2),22.74,0.0752583992,0.1682828966,False,2024-06-04,84639.1893691529,0.4943077284,73947383.29317851,192.2857063476,Earth
54414134,54414134,(2023 XL2),30.17,0.0024578477,0.0054959146,False,2024-06-04,35251.084804162,0.3208103793,47992549.41717209,124.7952375477,Earth
54443996,54443996,(2024 KF),23.2,0.0608912622,0.1361570015,False,2024-06-04,26343.5567260324,0.0632283483,9458826.22929812,24.5958274887,Earth
54444917,54444917,(2024 KM),22.78,0.0738847787,0.1652113876,False,2024-06-04,80181.8902333159,0.1383030017,20689834.468926378,53.7998676613,Earth
54444955,54444955,(2024 KS),24.61,0.0318093633,0.0711278987,False,2024-06-04,28528.5133981959,0.0984250224,14724173.705742288,38.2873337136,Earth
54445204,54445204,(2024 KF1),24.04,0.0413575665,0.0924783301,False,2024-06-04,64105.0913410225,0.0579883496,8674933.584975353,22.5574679944,Earth
54445207,54445207,(2024 KK1),26.12,0.0158691979,0.0354846053,False,2024-06-04,16564.471868859,0.0285911292,4277172.029214804,11.1219492588,Earth
54445448,54445448,(2024 KV1),24.37,0.0355267088,0.079440136,False,2024-06-04,23026.0677485466,0.0812804307,12159379.305402609,31.6180875423,Earth
54445451,54445451,(2024 KX1),26.67,0.0123184191,0.0275448225,False,2024-06-04,38674.4244414826,0.0090308975,1351003.030188325,3.5130191275,Earth
54445453,54445453,(2024 KA2),27.97,0.0067694748,0.0151370059,False,2024-06-04,47309.0230433452,0.0023341501,349183.883220287,0.9079843889,Earth
54445919,54445919,(2024 LK1),24.05,0.0411675457,0.0920534307,False,2024-06-04,49630.1815401455,0.0745819465,11157300.336853955,29.0123771885,Earth
2419624,2419624,419624 (2010 SO16),20.44,0.2170475943,0.4853331752,True,2024-06-03,59564.6284812916,0.4450994992,66585937.01838671,173.1437051888,Earth
3398649,3398649,(2007 YN56),23.0,0.0667659413,0.1492931834,False,2024-06-03,50965.9486333704,0.12490122,18684956.4724014,48.58657458,Earth
3605578,3605578,(2012 LJ2),21.7,0.1214940408,0.2716689341,False,2024-06-03,66661.5120386155,0.2751733405,41165345.61958473,107.0424294545,Earth
54359707,54359707,(2023 KD2),24.9,0.0278326768,0.0622357573,False,2024-06-03,73026.4592170894,0.4191280888,62700669.34165086,163.0408265432,Earth
54381665,54381665,(2023 RF4),25.26,0.0235806068,0.0527278398,False,2024-06-03,48793.3417094566,0.3982084244,59571132.106296025,154.9030770916,Earth
54404103,54404103,(2023 VO6),28.11,0.0063468024,0.0141918816,False,2024-06-03,19951.6326092883,0.1515397736,22670027.350842234,58.9489719304,Earth
54444998,54444998,(2024 KZ),24.95,0.0271991277,0.0608190985,False,2024-06-03,35467.5927067459,0.0293310695,4387865.522021965,11.4097860355,Earth
54445208,54445208,(2024 KL1),22.75,0.0749126183,0.1675097069,False,2024-06-03,112589.7651655405,0.0703756126,10528041.744905163,27.3761133014,Earth
54445312,54445312,(2024 KT1),26.99,0.0106305314,0.023770591,False,2024-06-03,25787.2122851236,0.0123863446,1852970.769246002,4.8182880494,Earth
54445577,54445577,(2024 LM),27.98,0.0067383719,0.0150674576,False,2024-06-03,23806.6553153357,0.0063815765,954670.251642055,2.4824332585,Earth
54445922,54445922,(2024 LQ1),25.51,0.0210162379,0.0469937366,False,2024-06-03,20919.5380712739,0.0257169105,3847195.033780635,10.0038781845,Earth
54447402,54447402,(2024 LO4),27.64,0.0078805218,0.0176213825,False,2024-06-03,16864.9712570751,0.019880384,2974063.10118208,7.733469376,Earth
54455883,54455883,(2024 JE52),21.56,0.1295850727,0.2897610314,False,2024-06-03,24843.514355216,0.3618307519,54129109.78473845,140.7521624891,Earth
54504550,54504550,(2024 XM6),24.6,0.0319561887,0.0714562102,False,2024-06-03,41871.9398724976,0.1201977481,17981327.094556548,46.7569240109,Earth
3092144,3092144,(1996 BG1),23.72,0.0479242116,0.1071617948,False,2024-06-12,41750.1881935621,0.3551776312,53133817.099165544,138.1640985368,Earth
3378562,3378562,(2007 MH),21.21,0.152249185,0.3404395273,False,2024-06-12,37771.4597091358,0.2708202258,40514128.932599045,105.3490678362,Earth
3443807,3443807,(2008 YX32),20.86,0.1788771952,0.3999815682,False,2024-06-12,45438.047047544,0.2425383838,36283225.6097225,94.3474312982,Earth
3771621,3771621,(2017 FN1),30.6,0.0020162992,0.0045085821,False,2024-06-12,64586.2723325125,0.3934098479,58853275.282863975,153.0364308331,Earth
54216372,54216372,(2021 VW3),21.86,0.1128638801,0.2523713081,True,2024-06-12,72123.8233242884,0.1742115033,26061669.82317797,67.7682747837,Earth
54281981,54281981,(2022 LE1),25.82,0.0182202771,0.0407417781,False,2024-06-12,76094.8793167759,0.213616184,31956526.12392808,83.096695576,Earth
54332193,54332193,(2022 XC1),26.17,0.0155079709,0.0346768771,False,2024-06-12,23335.0575768391,0.042098947,6297912.80044289,16.376490383,Earth
54418494,54418494,(2023 XV21),23.63,0.049952241,0.1116966065,False,2024-06-12,17325.8051643557,0.3163256866,47321648.941647545,123.0506920874,Earth
54444916,54444916,(2024 KL),23.82,0.0457672667,0.1023387195,False,2024-06-12,30768.8352080188,0.0740176565,11072883.754791655,28.7928683785,Earth
54445201,54445201,(2024 KC1),20.24,0.2379879547,0.5321572445,False,2024-06-12,95185.2016355011,0.0572867651,8569978.038150337,22.2845516239,Earth
54447958,54447958,(2024 LQ5),24.89,0.0279611466,0.0625230245,False,2024-06-12,47196.5239049422,0.003019577,451722.28750099,1.174615453,Earth
54458172,54458172,(2024 NP),25.07,0.0257368254,0.0575492912,False,2024-06-12,27084.4219948902,0.0651996392,9753727.149088504,25.3626596488,Earth
2380455,2380455,380455 (2003 UL3),17.55,0.821400526,1.8367074128,False,2024-06-11,74340.5595985433,0.2793429525,41789110.69351117,108.6644085225,Earth
2475016,2475016,475016 (2005 UO),22.06,0.102933082,0.2301653685,False,2024-06-11,71537.509569533,0.4509906776,67467244.75881672,175.4353735864,Earth
3378351,3378351,(2007 LV8),20.06,0.2585562121,0.5781492662,False,2024-06-11,29391.0089541922,0.2388292371,35728345.163884975,92.9045732319,Earth
3550466,3550466,(2010 VZ11),25.6,0.0201629919,0.0450858206,False,2024-06-11,34361.4531404328,0.1828934644,27360472.711160827,71.1455576516,Earth
3588900,3588900,(2011 WD39),19.35,0.3585543342,0.8017518649,False,2024-06-11,151520.3954394228,0.472728386,70719159.63413782,183.891342154,Earth
3623506,3623506,(2013 AF4),22.7,0.0766575574,0.1714115092,False,2024-06-11,16864.479074477,0.2863662893,42839786.91908379,111.3964865377,Earth
3723816,3723816,(2015 MN116),19.75,0.2982325052,0.6668681546,False,2024-06-11,121499.8317289055,0.4633430482,69315133.09002733,180.2404457498,Earth
3774574,3774574,(2017 JJ2),25.1,0.0253837029,0.0567596853,False,2024-06-11,58161.4695803898,0.1618842536,24217539.525099833,62.9729746504,Earth
3843102,3843102,(2019 NU),22.89,0.0702352248,0.157050737,False,2024-06-11,16779.2327167124,0.473451759,70827374.69415332,184.172734251,Earth
54088800,54088800,(2020 VM6),22.79,0.0735453089,0.1644523102,False,2024-06-11,40675.3075604974,0.252498673,37773263.65862651,98.221983797,Earth
54175300,54175300,(2021 OD1),28.27,0.0058959661,0.013183781,False,2024-06-11,30559.3595307121,0.1920217958,28726051.645254947,74.6964785662,Earth
54420445,54420445,(2024 AH4),25.62,0.0199781365,0.0446724713,False,2024-06-11,24295.3821526522,0.2751509056,41161989.40633107,107.0337022784,Earth
54427166,54427166,(2024 CR7),20.02,0.263363131,0.5888978636,False,2024-06-11,62013.4926647375,0.2870318402,42939351.916100375,111.6553858378,Earth
54427934,54427934,(2024 CR9),19.5,0.3346223745,0.7482383761,True,2024-06-11,26560.8227890867,0.049241357,7366402.12310959,19.154887873,Earth
54445522,54445522,(2024 LD),26.11,0.0159424468,0.0356483948,False,2024-06-11,38408.7551595484,0.030898339,4622325.70093793,12.019453871,Earth
54446555,54446555,(2024 LV2),23.41,0.0552783379,0.1236061213,False,2024-06-11,101592.6948741269,0.0314646683,4707047.357936521,12.2397559687,Earth
54456238,54456238,(2024 MZ1),23.75,0.0472666667,0.1056914799,False,2024-06-11,43814.3348857475,0.0700424667,10478203.827865928,27.2465195463,Earth
54471051,54471051,(2024 RE15),22.1,0.1010543415,0.2259643771,False,2024-06-11,36562.8441927982,0.198089938,29633832.79323206,77.056985882,Earth
54500708,54500708,(2024 WP3),22.35,0.0900647767,0.2013909631,False,2024-06-11,51034.9501645996,0.1375084617,20570972.97729658,53.4907916013,Earth
2756998,2756998,756998 (2024 CR9),19.5,0.3346223745,0.7482383761,True,2024-06-11,26560.8228145644,0.0492413567,7366402.078230229,19.1548877563,Earth
3449749,3449749,(2009 DO111),22.85,0.0715409951,0.1599705282,False,2024-06-10,33012.1499962477,0.2580461135,38603148.94137824,100.3799381515,Earth
3693553,3693553,(2014 UY),25.3,0.0231502122,0.0517654482,False,2024-06-10,21658.109089089,0.3470338164,51915519.751411065,134.9961545796,Earth
3752569,3752569,(2016 HF19),26.5,0.0133215567,0.0297879063,False,2024-06-10,63675.581708578,0.4732593345,70798588.39881751,184.0978811205,Earth
3824086,3824086,(2018 JH2),23.29,0.0584191154,0.1306291133,False,2024-06-10,13401.5365600392,0.4690774539,70172987.9684632,182.4711295671,Earth
3893736,3893736,(2019 WD5),21.9,0.1108038821,0.2477650126,True,2024-06-10,56964.1819382676,0.080168728,11993070.94940936,31.185635192,Earth
54280682,54280682,(2022 KB5),20.15,0.2480589932,0.5546767711,False,2024-06-10,102868.4012218592,0.4754024176,71119189.06581052,184.9315404464,Earth
54441263,54441263,(2024 JC9),24.07,0.0407901194,0.0912094798,False,2024-06-10,15147.8885280328,0.154113516,23055053.73181092,59.950157724,Earth
54445845,54445845,(2024 LD1),20.25,0.2368944994,0.5297122041,False,2024-06-10,39087.1577939036,0.1927063198,28828454.977618825,74.9627584022,Earth
54446033,54446033,(2024 LW1),24.08,0.0406027058,0.0907904103,False,2024-06-10,14705.0279155134,0.1460843473,21853907.196420252,56.8268110997,Earth
2504034,2504034,504034 (2005 UJ159),17.56,0.8176265334,1.8282685088,True,2024-06-16,114532.3545621689,0.0730948968,10934840.869149815,28.4339148552,Earth
3754548,3754548,(2016 NV15),19.97,0.2694976463,0.602615057,False,2024-06-16,75740.2871436637,0.243159618,36376160.92281366,94.589091402,Earth
3842781,3842781,(2019 KU5),19.48,0.3377185972,0.7551617405,False,2024-06-16,75333.1692901514,0.3162742231,47313950.111664794,123.0306727859,Earth
3842767,3842767,(2019 LR1),24.45,0.0342416731,0.0765667087,False,2024-06-16,34523.8515690338,0.0960615327,14370600.680855349,37.3679362203,Earth
54209483,54209483,(2021 TH15),28.88,0.0044519982,0.0099549705,False,2024-06-16,64249.3185760235,0.2121755806,31741014.923773322,82.5363008534,Earth
54330730,54330730,(2022 WK10),20.85,0.1797028549,0.4018277992,False,2024-06-16,74226.7289606519,0.2071806625,30993785.815188874,80.5932777125,Earth
